Time,Frequency
0.0,nan
0.01,nan
0.02,nan
0.03,nan
0.04,nan
0.05,229.31558469580935
0.06,nan
0.07,222.52506979559467
0.08,220.71636472214564
0.09,219.08655130692244
0.1,215.7107171592764
0.11,nan
0.12,nan
0.13,nan
0.14,179.91133829803144
0.15,179.31580887387142
0.16,178.5266158147709
0.17,176.9832715431579
0.18,175.2310965098688
0.19,nan
0.2,nan
0.21,nan
0.22,nan
0.23,nan
0.24,277.2063829189602
0.25,274.7365262642494
0.26,nan
0.27,nan
0.28,nan
0.29,nan
0.3,nan
0.31,nan
0.32,nan
0.33,nan
0.34,nan
0.35,nan
0.36,nan
0.37,nan
0.38,nan
0.39,nan
0.4,nan
0.41,nan
0.42,nan
0.43,nan
0.44,nan
0.45,nan
0.46,nan
0.47,nan
0.48,nan
0.49,nan
0.5,155.3889860672154
0.51,154.37493106949066
0.52,nan
0.53,nan
0.54,nan
0.55,nan
0.56,nan
0.57,nan
0.58,nan
0.59,nan
0.6,nan
0.61,nan
0.62,nan
0.63,nan
0.64,nan
0.65,nan
0.66,nan
0.67,nan
0.68,nan
0.69,nan
0.7,nan
0.71,nan
0.72,nan
0.73,nan
0.74,nan
0.75,nan
0.76,147.38175415810102
0.77,nan
0.78,nan
0.79,nan
0.8,nan
0.81,175.88559783496186
0.82,177.8090647534048
0.83,178.62814544094618
0.84,176.93994954177472
0.85,175.5409735818174
0.86,nan
0.87,nan
0.88,157.11808884005728
0.89,154.98610718402372
0.9,154.45143748193058
0.91,154.73473004198885
0.92,nan
0.93,nan
0.94,nan
0.95,nan
0.96,nan
0.97,nan
0.98,183.43239415126507
0.99,182.74124959699543
1.0,181.31436118273012
1.01,180.1834876723014
1.02,177.01177690379956
1.03,174.0592600399439
1.04,169.9838923310679
1.05,167.17000855613725
1.06,165.3041177743937
1.07,164.94808086091908
1.08,165.30413834840067
1.09,166.37915381813625
1.1,167.9488598685492
1.11,167.8811267176497
1.12,166.57537043360335
1.13,165.4309309208442
1.14,164.50861567674644
1.15,163.1231548024783
1.16,nan
1.17,158.62969988995326
1.18,158.81716556336937
1.19,157.999829159951
1.2,nan
1.21,nan
1.22,142.28538839724013
1.23,140.73258343169994
1.24,139.21819170739838
1.25,nan
1.26,nan
1.27,140.40155636387564
1.28,144.22461094489
1.29,148.28674226466313
1.3,152.68736028009212
1.31,158.31255539892973
1.32,162.0564564962247
1.33,163.60151272605137
1.34,163.8767055361144
1.35,163.30051121124896
1.36,nan
1.37,nan
1.38,nan
1.39,nan
1.4,nan
1.41,nan
1.42,nan
1.43,154.69393736124974
1.44,nan
1.45,nan
1.46,nan
1.47,nan
1.48,nan
1.49,nan
1.5,nan
1.51,216.9418527594912
1.52,217.61735914785916
1.53,217.79426013940892
1.54,216.1648744111879
1.55,nan
1.56,nan
1.57,207.34675108008477
1.58,208.01724119025363
1.59,209.0414665271507
1.6,210.2925534840593
1.61,211.70106192437743
1.62,nan
1.63,nan
1.64,nan
1.65,nan
1.66,nan
1.67,nan
1.68,nan
1.69,nan
1.7,nan
1.71,nan
1.72,nan
1.73,220.0324629390226
1.74,nan
1.75,nan
1.76,nan
1.77,nan
1.78,222.73993706926663
1.79,219.43371113273912
1.8,215.82903032633996
1.81,210.78177983958656
1.82,207.36192982751805
1.83,206.00024836997463
1.84,205.4084943221355
1.85,205.92885788403808
1.86,206.3673780018036
1.87,206.03199486857147
1.88,205.65053593792285
1.89,nan
1.9,nan
1.91,nan
1.92,nan
1.93,nan
1.94,nan
1.95,nan
1.96,nan
1.97,nan
1.98,nan
1.99,nan
2.0,nan
2.01,nan
2.02,nan
2.03,nan
2.04,nan
2.05,250.66076458024912
2.06,nan
2.07,nan
2.08,235.92370093165133
2.09,237.9649140627387
2.1,242.98316808362205
2.11,247.9538465737764
2.12,251.28946261670964
2.13,252.79388021028348
2.14,252.3020628185136
2.15,249.9058235378158
2.16,247.1352882897581
2.17,242.3043268334777
2.18,nan
2.19,nan
2.2,215.12736127279
2.21,212.08689839190723
