0.0,484.68715405671384,0.8674025
0.01,486.01969916563087,0.9343187
0.02,485.50808121607315,0.9604111
0.03,483.05843194884164,0.94934875
0.04,478.38659873553974,0.9450818
0.05,473.3765475911347,0.9341713
0.06,465.0391913194236,0.8547248
0.07,455.9810657698602,0.8001805
0.08,443.3167148580821,0.85792
0.09,435.80370889140227,0.9291245
0.1,432.42444452899497,0.9366765
0.11,431.76898849509644,0.94130236
0.12,431.9949703994612,0.94080997
0.13,432.74741234548344,0.93458384
0.14,432.8879448189585,0.9358013
0.15,432.1617437894383,0.9362944
0.16,431.2139178334776,0.9248601
0.17,428.66289250200873,0.82289255
0.18,422.6960955686172,0.77498364
0.19,420.27665157214585,0.7901111
0.2,422.64298118316617,0.7877798
0.21,426.6483003991416,0.825762
0.22,430.102312996683,0.9071798
0.23,429.78807722581905,0.90919477
0.24,429.27924117278894,0.9041101
0.25,429.4774636988582,0.88629895
0.26,428.66501488948444,0.87602943
0.27,427.5868171565371,0.8929574
0.28,425.8722531956449,0.91758794
0.29,426.5893239736232,0.8845017
0.3,421.0579490829354,0.7496575
0.31,410.1096977036482,0.5594883
0.32,404.2928088085401,0.8565334
0.33,403.7924611275847,0.9475591
0.34,402.9712981495183,0.96117944
0.35,402.08081637231686,0.95696753
0.36,401.82461731358455,0.9527298
0.37,402.25293623898807,0.9522944
0.38,403.66697494900285,0.94296044
0.39,405.3489611807388,0.9427362
0.4,406.78334792193834,0.9407672
0.41,408.14005571536563,0.9319817
0.42,409.39698361320336,0.8808756
0.43,411.16096773548173,0.88083005
0.44,412.20990243064944,0.9313487
0.45,413.3771383093984,0.9495879
0.46,414.32197531766894,0.93712324
0.47,413.29950358629696,0.95082027
0.48,411.2669702280863,0.9588257
0.49,409.8804027881726,0.935703
0.5,408.73735897080815,0.9413691
0.51,406.2955866054512,0.93370104
0.52,404.1935001562211,0.9051777
0.53,400.98150689872296,0.89192975
0.54,396.90969132432025,0.92225
0.55,394.18062102293516,0.9658341
0.56,394.03006068580254,0.9724926
0.57,395.82626523875433,0.940889
0.58,398.38029789981715,0.97180355
0.59,401.3365663016259,0.94201875
0.6,406.4301143909029,0.9349479
0.61,411.9011040130323,0.9456383
0.62,414.73182764561113,0.9078485
0.63,415.4881404948372,0.9311612
0.64,415.91159645634866,0.9264615
0.65,415.71658646643846,0.918523
0.66,416.0465174916291,0.9269044
0.67,416.12782173010044,0.91813546
