0.853472,0.7473223,0.81857693,0.93111694,0.9433852,0.8282713,0.7645359,0.771689,0.89035285,0.8620096,0.9080255,1.0
0.631688,0.5230709,0.627819,0.7423629,0.86937183,0.916227,0.84461576,0.7486155,0.87290496,0.7697729,1.0,0.9690366
0.35372865,0.2983619,0.37470058,0.66145694,0.76986206,1.0,0.90042466,0.6353641,0.5965581,0.7315813,0.77744734,0.5328596
0.62230927,0.3081977,0.26496306,0.2880266,0.33289894,0.48031065,0.8146103,0.58384657,0.53951424,0.8618363,0.98543465,1.0
0.9724715,0.44433966,0.27487665,0.32836148,0.39153332,0.5073311,0.9795602,0.6366321,0.483353,0.73545223,0.78550094,1.0
1.0,0.5394137,0.21613331,0.23121308,0.27496862,0.40414217,0.5555147,0.44282347,0.55542886,0.6250858,0.58030427,0.5271403
0.687174,0.3861782,0.21450597,0.36037078,0.36852762,0.60697675,1.0,0.739048,0.72765905,0.60684913,0.62390345,0.55088353
0.122657456,0.23768832,0.38856837,0.4369366,0.68788034,1.0,0.4065441,0.1344909,0.079629555,0.13264684,0.25733587,0.2046991
0.06269955,0.23029481,0.6747798,0.31057394,0.26840734,1.0,0.566709,0.0862456,0.040422034,0.04869002,0.15756224,0.1292907
0.22758803,0.53731483,0.76836157,0.2934312,0.17595452,1.0,0.79346114,0.16193669,0.13320254,0.07500039,0.12534863,0.1561416
0.35310864,0.72944856,0.21434855,0.1482501,0.40737775,1.0,0.4135602,0.11398928,0.18904999,0.11446538,0.06307078,0.22582214
0.1857753,0.22816995,0.07908737,0.10209735,0.5331627,1.0,0.93614537,0.3051769,0.038064174,0.032581482,0.027560404,0.14485936
0.12118601,0.12464362,0.084517054,0.034228895,0.13835698,0.21910189,1.0,0.89888966,0.053775392,0.026733542,0.017189382,0.046333473
0.10581829,0.12099025,0.052132767,0.018218517,0.05486464,0.16079494,0.5354836,1.0,0.088378266,0.028246313,0.01726061,0.018443258
0.05366076,0.13026883,0.08121243,0.027436653,0.037489355,0.20342565,0.52824396,1.0,0.093314566,0.020640632,0.017645279,0.014878912
0.02804073,0.11989538,0.5057548,0.23376729,0.10766644,0.14040191,0.47268894,1.0,0.16318287,0.045711547,0.02761096,0.03820912
0.043193467,0.0907949,0.64042246,0.48704392,0.21811356,0.23635286,0.22455147,1.0,0.608216,0.08441143,0.035063792,0.061834496
0.026322534,0.014700032,0.05254828,0.06108294,0.06942953,0.1463319,0.2726331,1.0,0.65163237,0.051420003,0.012499353,0.019728672
0.018022994,0.017656453,0.019481549,0.040613964,0.1005909,0.49258623,0.6422424,1.0,0.48959363,0.061406482,0.027183818,0.02380132
0.007345996,0.0128407655,0.013825058,0.020074595,0.0984784,1.0,0.8431713,0.12397518,0.03783283,0.016660145,0.010884561,0.0077193654
0.0030843946,0.0038466882,0.005969802,0.0053558974,0.03355768,0.48840466,1.0,0.31199563,0.023077987,0.0042438325,0.0022451214,0.0019404733
0.00408335,0.0056523685,0.0074517885,0.01209968,0.022068882,0.22293177,0.8336043,1.0,0.2951001,0.019464286,0.0029050983,0.00221071
0.0069038915,0.013330567,0.014655492,0.012306621,0.017010188,0.027787782,0.106758654,1.0,0.80551606,0.05557349,0.0036815742,0.004680535
0.009207348,0.019476917,0.018004019,0.0070299213,0.009174164,0.033904396,0.24626441,1.0,0.4795871,0.036227655,0.0035937466,0.0055871005
0.01005579,0.015199664,0.016312776,0.0109953,0.018749744,0.14664893,1.0,0.7669355,0.064750865,0.004953052,0.004168077,0.0034569965
0.010244332,0.010198911,0.0072571505,0.0085518835,0.014575928,0.094275154,0.3091212,0.633455,1.0,0.83873016,0.26734018,0.031430665
0.0024898648,0.0025381893,0.004785352,0.004247787,0.003232774,0.009501845,0.021682344,0.3340723,1.0,0.76924545,0.22109853,0.018474806
0.0031470458,0.0061127786,0.023224719,0.0076766545,0.00266456,0.0050794603,0.05956396,0.62687075,1.0,0.5830904,0.19052456,0.026403667
0.0066515664,0.011142878,0.028315643,0.006401519,0.0030125363,0.006781761,0.16626626,1.0,0.40289247,0.04863748,0.017753072,0.012643023
