0.0,281.56288371185695,0.39661047
0.01,276.87625926573605,0.27220526
0.02,280.6983593033889,0.1623226
0.03,284.43585189025197,0.17603968
0.04,307.246243248175,0.3250214
0.05,344.6503045789043,0.4274116
0.06,396.5953278044004,0.12563692
0.07,396.5607969532585,0.3820056
0.08,397.8657239557642,0.5985001
0.09,397.88813450405394,0.5358949
0.1,389.7499348809174,0.2777958
0.11,380.0148793804022,0.8437673
0.12,374.0914236634304,0.77716863
0.13,370.17756582027437,0.5018077
0.14,368.69338164748194,0.47814104
0.15,369.2448317911686,0.35675117
0.16,377.6005649765327,0.2587791
0.17,381.3761853133806,0.69596857
0.18,384.0251863095281,0.63216203
0.19,381.72644025812974,0.7044457
0.2,380.84969298649924,0.6314971
0.21,378.2272140056857,0.50511205
0.22,373.42659814794246,0.7874119
0.23,371.69025404326527,0.9067525
0.24,370.8440671184411,0.9079571
0.25,369.8108088774113,0.8079443
0.26,373.2905937792491,0.7205267
0.27,377.1115635036835,0.78701353
0.28,375.4223250242476,0.65748465
0.29,372.6246737348442,0.6510984
0.3,372.61759954402487,0.5312193
0.31,378.277687352787,0.71414244
0.32,382.7896385266321,0.8700632
0.33,385.7832319536149,0.89723873
0.34,388.22061809853557,0.88725114
0.35,388.4140755510906,0.88090074
0.36,387.1514836591779,0.8591328
0.37,385.0902145305628,0.90477324
0.38,383.5023095061589,0.89624226
0.39,382.1856316853766,0.87767243
0.4,382.30135039209466,0.87249607
0.41,383.08103054604885,0.8754856
0.42,383.7636122987617,0.8747304
0.43,423.10005270608934,0.8216658
0.44,495.7618260141035,0.63327634
0.45,557.1710868920898,0.3244055
0.46,600.3198265330274,0.20047602
0.47,707.8425009187943,0.68356985
0.48,777.8443116010505,0.56795853
0.49,780.9098954601468,0.6040886
0.5,768.3604436349351,0.18791422
0.51,767.4306728571922,0.19510347
0.52,773.3279359034418,0.51993835
0.53,775.9408469418192,0.50724053
0.54,769.599327797444,0.32743686
0.55,764.8273813905498,0.6155938
0.56,762.4603357878499,0.61529166
0.57,764.1746605943318,0.57996964
0.58,775.3309615761294,0.7505129
0.59,777.7257424757858,0.77842
0.6,775.1036167477973,0.642307
0.61,773.2964146690015,0.736365
0.62,772.7481059785162,0.73286986
0.63,774.302356938488,0.7230286
0.64,774.7793731459481,0.6975057
0.65,775.9704347224664,0.70500714
0.66,776.3557397250609,0.7437695
0.67,769.6309497184747,0.72293025
0.68,771.6648926097952,0.83561724
0.69,775.2182866236169,0.7514982
0.7,775.6415404101178,0.70728344
0.71,775.5491907071973,0.69954944
0.72,772.7990565684526,0.6181691
0.73,771.2897511431236,0.68202484
0.74,769.4473559037995,0.55494237
0.75,766.5740778518535,0.5172784
0.76,765.9790106709636,0.40591457
0.77,759.019992868722,0.19628686
0.78,756.3687916986713,0.052818112
0.79,755.3517208319597,0.14960743
0.8,756.8099072568041,0.35265943
0.81,771.1403128867069,0.08488418
0.82,773.214690630122,0.5787592
0.83,776.3065970578796,0.56182826
0.84,776.2520328675216,0.6410152
0.85,766.7132055512735,0.47600493
0.86,762.7211311541168,0.5719263
0.87,767.8372492479514,0.86965215
0.88,772.2704305903683,0.9048983
0.89,771.2636494380091,0.88496715
0.9,768.9197629538161,0.8079286
0.91,771.3338957689945,0.7005831
0.92,776.411971888623,0.6179442
0.93,777.8026651836718,0.5812566
0.94,770.4460024513805,0.65463257
0.95,767.5958688028744,0.78716195
0.96,771.6553633855401,0.86170363
0.97,776.5166360628707,0.78595585
0.98,777.3614015709832,0.58390504
0.99,771.256336075843,0.2974016
1.0,766.9281336958741,0.38064054
1.01,728.5781624353988,0.42050126
1.02,632.2817906747848,0.5272596
1.03,588.0527448632297,0.39194942
1.04,513.9584693404892,0.13256407
1.05,496.3296544464406,0.057518996
1.06,438.9410509292311,0.046706382
1.07,395.7891311466618,0.102654785
1.08,393.0779564046299,0.37286672
